features,levels,decision,supportRHS,accuracyRHS,Therotical_Accuracy,cuts,cut1,cut2,cut3,cut4,Combinatorial_gain
"X00000037843,LTC4S","1,1",Prot,7,1,0.282106121167026,"value<cut,value<cut",2.47277,-0.42562,,,-0.717893878832974
"VSTM1,RBM46","1,3",Prot,6,0.97959,0.176509946215806,"value<cut,value>cut",4.37486,-1.06286,,,-0.803080053784194
"STARD8,HCN2","2,1",Prot,6,1,0.0941407375890418,"cut<value<cut,value<cut",0.6779,1.4296,-2.7443,,-0.905859262410958
"STARD8,LTC4S","2,1",Prot,6,1,0.0647937350626777,"cut<value<cut,value<cut",0.65845,1.4621,-0.46635,,-0.935206264937322
"X00000037843,X00000059995","1,2",Prot,6,1,0.263210407152999,"value<cut,cut<value<cut",2.4691,-0.34585,0.6708,,-0.736789592847001
"KIR3DL0,TARM1","1,3",NonProt,6,0.88393,0.366666666666667,"value<cut,value>cut",2.82625,2.00667,,,-0.517263333333333
"TARM1,A1BG","3,1",NonProt,6,0.8801,0.18957345971564,"value>cut,value<cut",2.00887,-2.02629,,,-0.69052654028436
"LOC701920,CTH","1,3",NonProt,7,0.88448,0.677966101694915,"value<cut,value>cut",5.25706,-0.7818,,,-0.206513898305085
"DLK1,CTH","3,3",NonProt,6,0.90476,0.658682634730539,"value>cut,value>cut",-0.0565,-0.75163,,,-0.246077365269461
"DLK1,SMIM2","3,3",NonProt,6,0.86984,0.72013093289689,"value>cut,value>cut",-0.1179,1.02178,,,-0.14970906710311
"LOC719667,X00000053012","3,1",NonProt,6,1,0.488997555012225,"value>cut,value<cut",4.98958,2.55917,,,-0.511002444987775
"KRTAP29.1,A1BG","2,1",NonProt,6,1,0.929368029739777,"cut<value<cut,value<cut",-4.94375,-1.32225,-1.9115,,-0.0706319702602232
"TMEM38A,DLK1","3,3",NonProt,6,1,0.0627802690582959,"value>cut,value>cut",3.2525,-0.1047,,,-0.937219730941704
"DLK1,HCN2","3,3",NonProt,6,1,0.658682634730539,"value>cut,value>cut",0.0016,-2.1293,,,-0.341317365269461
"X00000053012,DLK1","1,3",NonProt,7,1,0.512820512820513,"value<cut,value>cut",2.5859,0.0069,,,-0.487179487179487
"KIR3DL0,DLK1","1,3",NonProt,7,1,0.412371134020619,"value<cut,value>cut",2.83325,-0.00255,,,-0.587628865979382
"VSTM1,TNNT2","3,3",NonProt,7,1,0.25974025974026,"value>cut,value>cut",5.21233,-0.58397,,,-0.74025974025974
"DLK1,A1BG","3,1",NonProt,6,1,0.698412698412698,"value>cut,value<cut",0.0069,-1.95493,,,-0.301587301587302
"KIR3DL0,LOC715623","1,2",NonProt,6,0.92857,0.7501217730151,"value<cut,cut<value<cut",2.8565,-1.7829,-0.4805,,-0.1784482269849
"X00000059200,THRB","1,3",NonProt,6,0.87302,0.208333333333333,"value<cut,value>cut",-0.42827,-3.14161,,,-0.664686666666667
"X00000053274,X00000058427","1,3",NonProt,7,0.89286,0.562659846547315,"value<cut,value>cut",-0.3194,1.81881,,,-0.330200153452685
"LOC701920,TARM1","1,3",NonProt,7,1,0.486486486486487,"value<cut,value>cut",5.257,2.01786,,,-0.513513513513514
"THRB,LTC4S","1,1",Prot,6,0.90476,0.426790384408699,"value<cut,value<cut",-4.86687,-0.464,,,-0.477969615591302
"X00000064715,LOC702786","3,1",Prot,6,0.85714,0.186087522721723,"value>cut,value<cut",1.8839,-4.94355,,,-0.671052477278277
"VSTM1,A1BG","1,3",Prot,8,0.96875,0.416732486785345,"value<cut,value>cut",4.46225,-1.40897,,,-0.552017513214655
"VSTM1,LTC4S","1,1",Prot,7,0.9875,0.440066725381892,"value<cut,value<cut",4.40335,-0.43885,,,-0.547433274618108
"DLK1,LAMC1","2,2",Prot,6,1,0.144829916172217,"cut<value<cut,cut<value<cut",-1.88425,-0.21,0.90105,1.74415,-0.855170083827784
"VSTM1,TMX2","1,3",Prot,6,1,0.0362413412308001,"value<cut,value>cut",4.38725,3.241,,,-0.9637586587692
"X00000037843,X00000060146","1,2",Prot,6,1,0.076942307291675,"value<cut,cut<value<cut",2.46764,-4.829,-3.0233,,-0.923057692708325
"X00000053012,MYH15","3,1",Prot,6,0.87723,0.487872537164806,"value>cut,value<cut",2.87128,-2.34529,,,-0.389357462835195
"X00000064715,SDK2","3,3",Prot,6,0.85714,0.322639823133732,"value>cut,value>cut",1.789,0.5862,,,-0.534500176866268
"TMX2,SDK2","3,3",Prot,6,1,0.23126201153107,"value>cut,value>cut",3.2404,0.6295,,,-0.76873798846893
"TARM1,X00000060146","1,2",Prot,6,1,0.107408509372211,"value<cut,cut<value<cut",1.2874,-4.831,-3.06483,,-0.892591490627789
"X00000053012,SDK2","1,1",NonProt,6,0.88393,0.783475783475783,"value<cut,value<cut",2.57417,-0.90132,,,-0.100454216524217
"TARM1,HCN2","3,3",NonProt,6,0.88571,0.149253731343284,"value>cut,value>cut",1.98636,-2.1643,,,-0.736456268656716
"X00000053012,ZNF576","1,1",NonProt,6,0.8648,0.512820512820513,"value<cut,value<cut",2.57304,3.74386,,,-0.351979487179487
"X00000053274,ZNF576","1,1",NonProt,7,0.89236,0.412371134020619,"value<cut,value<cut",-0.3492,3.7435,,,-0.479988865979382
"KRTAP29.1,ZNF576","2,1",NonProt,6,0.86071,0.966608084358524,"cut<value<cut,value<cut",-4.9835,-1.8781,3.7426,,0.105898084358524
"LTC4S,LAMC1","2,3",NonProt,6,1,0.840336134453781,"cut<value<cut,value>cut",-0.44584,0.62852,1.7817,,-0.159663865546219
"KIR3DL0,KRTAP29.1","1,2",NonProt,6,1,0.435643564356436,"value<cut,cut<value<cut",2.82625,-4.99008,-2.28808,,-0.564356435643564
"LOC702786,A1BG","2,1",NonProt,6,1,0.935374149659864,"cut<value<cut,value<cut",-4.92775,-1.59345,-1.9115,,-0.0646258503401361
"LOC701920,HCN2","1,3",NonProt,6,1,0.677966101694915,"value<cut,value>cut",5.2565,-2.1035,,,-0.322033898305085
"LOC709056,ZNF576","1,1",NonProt,7,0.98611,0.512820512820513,"value<cut,value<cut",-0.41563,3.742,,,-0.473289487179487
"ZNF576,X00000058427","1,3",NonProt,6,1,0.658682634730539,"value<cut,value>cut",3.75013,1.82162,,,-0.341317365269461
"X00000053012,A1BG","1,1",NonProt,6,0.92857,0.72013093289689,"value<cut,value<cut",2.59025,-2.0635,,,-0.20843906710311
"X00000064715,ZNF576","2,1",NonProt,6,1,0.928705440900563,"cut<value<cut,value<cut",-0.0597,1.8108,3.745,,-0.0712945590994372
"TMX2,HEY1","3,1",Prot,6,1,0.213063151682078,"value>cut,value<cut",3.24,-2.03627,,,-0.786936848317922
"CFAP70,X00000059995","1,2",Prot,6,0.85714,0.671200704569919,"value<cut,cut<value<cut",0.014,-0.3484,0.6956,,-0.185939295430081
"X00000053274,MYH15","3,1",Prot,6,0.86161,0.36369902964102,"value>cut,value<cut",1.48962,-2.3669,,,-0.49791097035898
"A1BG,X00000059995","2,2",Prot,6,0.85714,0.166704280709551,"cut<value<cut,cut<value<cut",-1.9115,-1.4371,-0.2925,0.6708,-0.690435719290449
"LOC709056,LILRB1","2,1",Prot,6,0.89286,0.102589030646585,"cut<value<cut,value<cut",-0.4101,0.6988,7.2935,,-0.790270969353415
"X00000053274,X00000060146","3,1",Prot,6,1,0.278404914062535,"value>cut,value<cut",1.51545,-4.82817,,,-0.721595085937465
"X00000053274,LOC709056","3,2",Prot,6,1,0.280428472137046,"value>cut,cut<value<cut",1.48055,-0.41854,0.72322,,-0.719571527862954
"X00000037843,X00000064369","1,3",Prot,6,1,0.176509946215806,"value<cut,value>cut",2.47125,3.2812,,,-0.823490053784194
"LTC4S,ZNF576","1,2",Prot,6,1,0.34194127324393,"value<cut,cut<value<cut",-0.46008,3.741,3.94075,,-0.65805872675607
"X00000053274,X00000037843","2,1",Prot,6,1,0.057707031019948,"cut<value<cut,value<cut",-0.41087,1.46303,2.4711,,-0.942292968980052
"X00000037843,C5H4orf45","1,1",Prot,6,1,0.207591711629417,"value<cut,value<cut",2.4703,0.2062,,,-0.792408288370583
"X00000037843,TMEM38A","1,1",Prot,8,1,0.0362413412308001,"value<cut,value<cut",2.47125,2.7784,,,-0.9637586587692
"VSTM1,TMEM38A","1,1",Prot,6,0.98438,0.0699476845572564,"value<cut,value<cut",4.41756,2.77725,,,-0.914432315442744
"X00000037843,LILRB1","1,1",Prot,6,0.96429,0.176509946215806,"value<cut,value<cut",2.46772,7.27575,,,-0.787780053784194
"VSTM1,X00000064369","1,3",Prot,6,1,0.300056870379282,"value<cut,value>cut",4.42367,3.29547,,,-0.699943129620718
"LAMC1,X00000058729","3,1",NonProt,6,0.85714,0.72463768115942,"value>cut,value<cut",1.787,-4.49835,,,-0.13250231884058
"X00000053274,TRIM16","1,2",NonProt,6,0.85714,0.591397849462366,"value<cut,cut<value<cut",-0.3996,-1.7125,-1.0518,,-0.265742150537635
"A1BG,HCN2","1,3",NonProt,6,0.88929,0.467289719626168,"value<cut,value>cut",-1.9115,-2.12812,,,-0.422000280373832
"X00000053274,KRTAP29.1","1,2",NonProt,6,0.92857,0.776470588235294,"value<cut,cut<value<cut",-0.4787,-5.0165,-4.5985,,-0.152099411764706
"KIR3DL0,HCN2","1,3",NonProt,7,0.89683,0.562659846547315,"value<cut,value>cut",2.82711,-2.15033,,,-0.334170153452685
"LOC702786,HCN2","2,3",NonProt,6,1,0.945558739255014,"cut<value<cut,value>cut",-4.97427,-1.5147,-2.15971,,-0.0544412607449857
"SDK2,ZNF576","2,1",NonProt,6,1,0.890173410404624,"cut<value<cut,value<cut",-0.83147,0.62455,3.741,,-0.109826589595376
"TNNT2,A1BG","3,1",NonProt,6,1,0.173913043478261,"value>cut,value<cut",-0.4817,-1.9115,,,-0.826086956521739
"THRB,X00000064369","1,3",Prot,6,0.92857,0.310938845822567,"value<cut,value>cut",-4.88715,3.2287,,,-0.617631154177433
"VSTM1,SDK2","1,3",Prot,6,0.90476,0.322639823133732,"value<cut,value>cut",4.50083,0.56357,,,-0.582120176866268
"VSTM1,TNNT2","1,1",Prot,6,1,0.0362413412308001,"value<cut,value<cut",4.37486,-2.40709,,,-0.9637586587692
"TNNT2,X00000060253","1,3",Prot,6,0.92857,0.403652627655609,"value<cut,value>cut",-2.3553,2.0577,,,-0.524917372344391
"X00000064715,TMX2","3,3",Prot,6,1,0.0699476845572564,"value>cut,value>cut",1.789,3.24,,,-0.930052315442744
"X00000064715,TARM1","3,1",Prot,6,1,0.0827791790873653,"value>cut,value<cut",1.92504,1.34364,,,-0.917220820912635
"RBM46,LOC701920","3,2",Prot,6,0.85714,0.344742020093337,"value>cut,cut<value<cut",-1.2248,5.2565,5.525,,-0.512397979906663
"LOC709056,X00000060253","2,3",Prot,6,1,0.0641873871176036,"cut<value<cut,value>cut",-0.41346,0.73466,2.05994,,-0.935812612882396
"KIR3DL0,MAOA","1,2",NonProt,6,0.83036,0.63173007896626,"value<cut,cut<value<cut",2.83575,0.23578,0.67792,,-0.19862992103374
"X00000064715,X00000053012","2,1",NonProt,6,1,0.945558739255014,"cut<value<cut,value<cut",-0.0597,1.789,2.5668,,-0.0544412607449857
"X00000053012,X00000059995","1,1",NonProt,6,1,0.612244897959184,"value<cut,value<cut",2.57397,-0.40484,,,-0.387755102040816
"KIR3DL0,X00000053012","1,1",NonProt,6,1,0.412371134020619,"value<cut,value<cut",2.9035,2.5668,,,-0.587628865979382
"X00000064715,LILRB1","2,3",NonProt,6,1,0.863309352517986,"cut<value<cut,value>cut",-0.0597,1.81807,7.7935,,-0.136690647482014
"MYH15,ZNF576","2,1",NonProt,6,0.86508,0.902564102564103,"cut<value<cut,value<cut",-2.30368,-1.4718,3.743,,0.0374841025641026
"ZNF576,X00000059995","1,1",NonProt,6,0.85714,0.591397849462366,"value<cut,value<cut",3.741,-0.34585,,,-0.265742150537634
"X00000037843,LOC702786","3,2",NonProt,6,0.85714,0.321428571428571,"value>cut,cut<value<cut",2.7623,-5.0053,-3.38,,-0.535711428571429
"LOC709056,X00000059995","1,1",NonProt,6,1,0.568181818181818,"value<cut,value<cut",-0.4557,-0.2925,,,-0.431818181818182
"VSTM1,LOC702786","3,2",NonProt,7,1,0.389483933787731,"value>cut,cut<value<cut",5.2022,-4.97515,-1.47316,,-0.610516066212269
"LOC719667,LOC702786","3,2",NonProt,6,1,0.488997555012225,"value>cut,cut<value<cut",4.98125,-4.92238,-0.9839,,-0.511002444987775
"LOC709056,LOC702786","1,2",NonProt,8,1,0.512820512820513,"value<cut,cut<value<cut",-0.41733,-4.96669,-1.5147,,-0.487179487179487
"TMEM38A,LAMC1","2,3",NonProt,6,1,0.612244897959184,"cut<value<cut,value>cut",2.77038,3.21813,1.80805,,-0.387755102040816
"THRB,X00000058729","3,1",NonProt,6,0.92857,0.283018867924528,"value>cut,value<cut",-3.20135,-4.49835,,,-0.645551132075472
"TMX2,KRTAP29.1","1,2",NonProt,6,0.86607,0.126436781609195,"value<cut,cut<value<cut",2.88625,-5.0165,-3.65362,,-0.739633218390805
"THRB,X00000064369","3,1",NonProt,7,0.96875,0.226244343891403,"value>cut,value<cut",-3.12966,2.57726,,,-0.742505656108597
"TNNT2,F2RL3","3,3",NonProt,6,1,0.5,"value>cut,value>cut",-0.60528,-1.91258,,,-0.5
"TNNT2,SDK2","3,1",NonProt,6,1,0.226244343891403,"value>cut,value<cut",-0.52218,-0.85385,,,-0.773755656108597
"F2RL3,X00000059995","3,1",NonProt,6,1,0.645161290322581,"value>cut,value<cut",-1.91617,-0.3979,,,-0.354838709677419
"X00000059200,TNNT2","1,3",NonProt,6,1,0.208333333333333,"value<cut,value>cut",-0.4205,-0.53156,,,-0.791666666666667
"TNNT2,STARD8","3,3",NonProt,6,1,0.10377358490566,"value>cut,value>cut",-0.7514,1.4621,,,-0.89622641509434
"TNNT2,X00000059995","3,1",NonProt,6,1,0.116279069767442,"value>cut,value<cut",-0.4817,-0.2925,,,-0.883720930232558
"TNNT2,KRTAP29.1","3,2",NonProt,6,0.97959,0.0873362445414847,"value>cut,cut<value<cut",-0.60563,-5.00057,-1.68207,,-0.892253755458515
"LOC701920,LTC4S","1,3",NonProt,7,0.89517,0.703125,"value<cut,value>cut",5.2525,0.6264,,,-0.192045
"LOC701920,SMIM2","1,3",NonProt,6,0.88265,0.737327188940092,"value<cut,value>cut",5.25693,1.0598,,,-0.145322811059908
"VSTM1,ESR1","2,1",NonProt,6,0.8631,0.860635696821516,"cut<value<cut,value<cut",4.50083,5.2235,0.6029,,-0.00246430317848412
"TMX2,LTC4S","1,3",NonProt,6,0.89286,0.178378378378378,"value<cut,value>cut",2.88625,0.61908,,,-0.714481621621622
"X00000053274,LOC709056","1,1",NonProt,7,1,0.512820512820513,"value<cut,value<cut",-0.36874,-0.41854,,,-0.487179487179487
"X00000060146,ZNF576","3,1",NonProt,7,0.86786,0.27681660899654,"value>cut,value<cut",-2.9579,3.741,,,-0.59104339100346
"X00000037843,X00000060253","2,2",NonProt,6,0.85714,0.791208791208791,"cut<value<cut,cut<value<cut",2.473,2.7623,1.2214,2.0577,-0.0659312087912087
"X00000053012,KRTAP29.1","1,2",NonProt,7,0.89153,0.536585365853659,"value<cut,cut<value<cut",2.58136,-4.99089,-1.24006,,-0.354944634146341
"TMX2,X00000053012","1,1",NonProt,6,0.87946,0.0952380952380952,"value<cut,value<cut",2.88019,2.57812,,,-0.784221904761905
"LOC702786,ZNF576","2,1",NonProt,6,0.86071,0.969551282051282,"cut<value<cut,value<cut",-5.00344,-2.40472,3.745,,0.108841282051282
"TMX2,LOC702786","1,2",NonProt,6,0.8817,0.0952380952380952,"value<cut,cut<value<cut",2.87675,-4.96268,-1.43054,,-0.786461904761905
"X00000053274,TMX2","1,1",NonProt,6,0.88265,0.464788732394366,"value<cut,value<cut",-0.40443,2.87179,,,-0.417861267605634
"X00000064715,KRTAP29.1","2,2",NonProt,6,1,0.909952606635071,"cut<value<cut,cut<value<cut",0.05292,1.92414,-5.0056,-2.5298,-0.090047393364929
"LOC709056,LTC4S","1,3",NonProt,6,1,0.658682634730539,"value<cut,value>cut",-0.42788,0.5942,,,-0.341317365269461
"TMEM38A,X00000053012","3,1",NonProt,6,0.92857,0.062780269058296,"value>cut,value<cut",3.238,2.59025,,,-0.865789730941704
"LOC701920,X00000060253","1,2",NonProt,6,1,0.766871165644172,"value<cut,cut<value<cut",5.2505,1.20235,2.04555,,-0.233128834355828
"KRTAP29.1,C5H4orf45","2,3",NonProt,6,1,0.934256055363322,"cut<value<cut,value>cut",-5.00125,-2.9635,1.4498,,-0.0657439446366782
"TARM1,THRB","1,1",Prot,6,0.89286,0.045346062052506,"value<cut,value<cut",1.34478,-4.8731,,,-0.847513937947494
"LOC719667,TARM1","2,1",Prot,7,0.89286,0.053394468273924,"cut<value<cut,value<cut",4.08242,4.97808,1.33245,,-0.839465531726076
"KRTAP29.1,MYH15","3,1",Prot,6,1,0.36369902964102,"value>cut,value<cut",-0.82025,-2.34529,,,-0.63630097035898
"X00000037843,TARM1","1,1",Prot,6,0.96173,0.0362413412308001,"value<cut,value<cut",2.47107,1.3588,,,-0.9254886587692
"TNNT2,TARM1","1,1",Prot,6,1,0.0665110851808635,"value<cut,value<cut",-2.37296,1.35798,,,-0.933488914819137
"LOC709056,THRB","2,1",Prot,6,0.88571,0.05136840108144,"cut<value<cut,value<cut",-0.42806,0.71524,-4.87808,,-0.83434159891856
"X00000037843,RBM46","1,3",Prot,6,1,0.207591711629417,"value<cut,value>cut",2.4673,-1.2248,,,-0.792408288370583
"VSTM1,X00000060253","1,3",Prot,6,1,0.263210407152999,"value<cut,value>cut",4.393,2.06143,,,-0.736789592847001
"KIR3DL0,KRTAP29.1","2,3",Prot,6,1,0.0708142764224285,"cut<value<cut,value>cut",2.8202,3.6149,-2.48,,-0.929185723577571
"TNNT2,MAOA","1,1",Prot,6,0.92857,0.195931412949525,"value<cut,value<cut",-2.3966,0.2491,,,-0.732638587050476
"C5H4orf45,SDK2","1,3",Prot,6,0.92857,0.43802286225174,"value<cut,value>cut",0.3585,0.55225,,,-0.49054713774826
"X00000064715,LAMC1","3,2",Prot,6,0.88571,0.255370639264306,"value>cut,cut<value<cut",1.94092,0.92156,1.78618,,-0.630339360735694
"X00000053274,KIR3DL0","3,2",Prot,6,0.92857,0.263210407152999,"value>cut,cut<value<cut",1.2815,2.85425,3.7,,-0.665359592847001
"X00000053274,X00000064715","3,3",Prot,6,1,0.43802286225174,"value>cut,value>cut",1.47122,1.91168,,,-0.56197713774826
"LOC114669850,LAMC1","2,3",NonProt,6,0.85714,0.880503144654088,"cut<value<cut,value>cut",-0.0248,1.51495,1.8291,,0.023363144654088
"CFAP70,THRB","3,3",NonProt,6,0.88095,0.191489361702128,"value>cut,value>cut",2.25585,-3.147,,,-0.689460638297872
"C5H4orf45,HEY1","3,2",NonProt,6,0.90476,0.730223123732252,"value>cut,cut<value<cut",1.7828,-1.87213,-0.72477,,-0.174536876267749
"F2RL3,HCN2","3,3",NonProt,6,1,0.666666666666667,"value>cut,value>cut",-1.76028,-2.1865,,,-0.333333333333333
"FABP5,LOC709056","3,1",NonProt,6,1,0.645161290322581,"value>cut,value<cut",2.46401,-0.40559,,,-0.354838709677419
"THRB,LAMC1","3,3",NonProt,6,1,0.136363636363636,"value>cut,value>cut",-3.11983,1.78336,,,-0.863636363636364
"X00000064715,CFAP70","3,2",Prot,7,0.89286,0.339683378179837,"value>cut,cut<value<cut",1.99134,0.15134,2.2823,,-0.553176621820163
"TNNT2,LOC709056","1,2",Prot,7,0.89921,0.310938845822567,"value<cut,cut<value<cut",-2.41462,-0.40774,0.70846,,-0.588271154177433
"X00000053012,USP31","3,1",Prot,6,0.96429,0.507109939128077,"value>cut,value<cut",2.8597,0.17918,,,-0.457180060871923
"LOC709056,USP31","2,1",Prot,6,1,0.060418055241546,"cut<value<cut,value<cut",-0.427,0.70417,0.20487,,-0.939581944758454
"LOC719667,X00000064715","1,3",Prot,6,1,0.588300883437688,"value<cut,value>cut",4.5205,1.9356,,,-0.411699116562312
"X00000053274,LAMC1","1,3",NonProt,6,0.89286,0.536585365853659,"value<cut,value>cut",-0.34098,1.77892,,,-0.356274634146341
"RBM46,LAMC1","2,3",NonProt,6,0.86071,0.840336134453782,"cut<value<cut,value>cut",-2.48872,-1.08788,1.8291,,-0.0203738655462185
"SDK2,X00000058729","1,2",NonProt,6,0.92857,0.512820512820513,"value<cut,cut<value<cut",-0.72615,-4.52695,-2.3626,,-0.415749487179487
"LOC709056,A1BG","1,2",NonProt,6,1,0.832282471626734,"value<cut,cut<value<cut",-0.41323,-1.98286,-1.43671,,-0.167717528373266
"X00000037843,LAMC1","3,3",NonProt,6,1,0.344827586206897,"value>cut,value>cut",2.7269,1.8291,,,-0.655172413793103
"TMEM38A,SDK2","3,1",NonProt,6,1,0.208333333333333,"value>cut,value<cut",3.0765,-0.8017,,,-0.791666666666667
"X00000037843,SDK2","3,1",NonProt,6,1,0.636942675159236,"value>cut,value<cut",2.86295,-0.8017,,,-0.363057324840764
LILRB1,3,NonProt,10,0.90909,0.785714285714286,value>cut,7.693,,,,-0.123375714285714
"TMX2,ZNF576","1,1",NonProt,7,0.86905,0.0952380952380952,"value<cut,value<cut",2.8525,3.74767,,,-0.773811904761905
"F2RL3,LILRB1","2,3",NonProt,6,1,0.909090909090909,"cut<value<cut,value>cut",-3.3308,-1.5483,7.75283,,-0.0909090909090909
"KIR3DL0,TMEM38A","1,3",NonProt,6,1,0.512820512820513,"value<cut,value>cut",2.9505,3.0765,,,-0.487179487179487
"X00000053012,CTH","1,3",NonProt,7,1,0.658682634730539,"value<cut,value>cut",2.56781,-0.7621,,,-0.341317365269461
"KIR3DL0,X00000064369","1,2",NonProt,6,1,0.783034257748776,"value<cut,cut<value<cut",2.9505,2.5776,3.3062,,-0.216965742251224
"LOC702786,TRIM16","2,1",NonProt,6,0.95238,0.698412698412698,"cut<value<cut,value<cut",-4.94643,-1.0314,-1.66187,,-0.253967301587302
"TMX2,CFAP70","1,3",NonProt,6,1,0.204651162790698,"value<cut,value>cut",2.8605,2.3067,,,-0.795348837209302
"KIR3DL0,TRIM16","1,1",NonProt,6,1,0.491071428571429,"value<cut,value<cut",2.85425,-1.67025,,,-0.508928571428571
"ESR1,A1BG","1,2",NonProt,6,0.85714,0.743243243243243,"value<cut,cut<value<cut",0.6029,-1.9115,-1.3534,,-0.113896756756757
"A1BG,LAMC1","2,3",NonProt,6,0.85714,0.87527352297593,"cut<value<cut,value>cut",-1.9115,-1.3534,1.8291,,0.0181335229759301
"LOC715623,A1BG","1,2",NonProt,6,0.85714,0.639810426540284,"value<cut,cut<value<cut",-1.7648,-1.9115,-1.3534,,-0.217329573459716
"X00000059200,X00000059995","1,1",NonProt,6,0.90476,0.417827298050139,"value<cut,value<cut",-0.41623,-0.41327,,,-0.486932701949861
"X00000053274,CBS","1,2",NonProt,6,1,0.783475783475783,"value<cut,cut<value<cut",-0.3996,-1.861,-0.0623,,-0.216524216524217
"LILRB1,ESR1","3,1",NonProt,6,0.90476,0.488997555012225,"value>cut,value<cut",7.705,0.6029,,,-0.415762444987775
"LILRB1,X00000059995","3,1",NonProt,6,1,0.536585365853659,"value>cut,value<cut",7.693,-0.4414,,,-0.463414634146341
"VSTM1,TARM1","1,1",Prot,7,0.91071,0.0699476845572564,"value<cut,value<cut",4.4315,1.3775,,,-0.840762315442744
"FABP5,X00000060146","1,1",Prot,6,0.88393,0.737253824748301,"value<cut,value<cut",1.9938,-4.82742,,,-0.146676175251699
"F2RL3,ZNF576","1,2",Prot,6,1,0.838611077148796,"value<cut,cut<value<cut",-3.38853,3.741,3.94067,,-0.161388922851204
"VSTM1,CBS","1,3",Prot,6,1,0.282106121167026,"value<cut,value>cut",4.41025,-0.10475,,,-0.717893878832974
"USP31,X00000059995","1,2",Prot,6,0.92857,0.391368849496928,"value<cut,cut<value<cut",0.09975,-0.4203,0.6956,,-0.537201150503072
"VSTM1,USP31","1,1",Prot,6,1,0.192349757424493,"value<cut,value<cut",4.3583,0.11466,,,-0.807650242575507
"TRIM16,USP31","3,1",Prot,6,1,0.331718319271573,"value>cut,value<cut",-0.9991,0.16155,,,-0.668281680728427
"USP31,CTH","1,1",Prot,6,0.85714,0.291553905663318,"value<cut,value<cut",0.12303,-1.48927,,,-0.565586094336682
"STARD8,TMX2","2,2",Prot,6,0.92857,0.0911386013632921,"cut<value<cut,cut<value<cut",0.6776,1.48085,2.85363,3.23463,-0.837431398636708
"TARM1,LILRB1","1,1",Prot,6,0.88095,0.233477854696146,"value<cut,value<cut",1.3775,7.30633,,,-0.647472145303854
"LILRB1,CFAP70","2,2",Prot,6,0.85714,0.176509946215806,"cut<value<cut,cut<value<cut",7.281,7.699,0.19383,2.29733,-0.680630053784194
"X00000053274,CFAP70","3,2",Prot,6,1,0.243293093867127,"value>cut,cut<value<cut",1.2815,0.1854,2.3348,,-0.756706906132873
"X00000053274,HCN2","3,1",Prot,6,1,0.259667439248563,"value>cut,value<cut",1.4396,-2.89575,,,-0.740332560751438
"X00000053012,ESR1","3,3",Prot,6,1,0.562566640238401,"value>cut,value>cut",2.8609,1.05258,,,-0.437433359761599
"ESR1,X00000059995","3,2",Prot,6,0.95238,0.300056870379282,"value>cut,cut<value<cut",1.05813,-0.42733,0.68037,,-0.652323129620718
"X00000064313,C5H4orf45","3,1",Prot,6,1,0.740792742196782,"value>cut,value<cut",-0.96,0.5411,,,-0.259207257803218
"TMX2,LOC701920","3,3",Prot,6,1,0.288825673393191,"value>cut,value>cut",3.2357,5.503,,,-0.711174326606809
"USP31,X00000058427","1,1",Prot,6,1,0.27226537174008,"value<cut,value<cut",0.1535,1.211,,,-0.72773462825992
"CBS,USP31","3,1",Prot,6,1,0.557028844805056,"value>cut,value<cut",-0.0623,0.1535,,,-0.442971155194944
"TRIM16,X00000060253","1,1",NonProt,6,0.85714,0.18957345971564,"value<cut,value<cut",-1.7125,1.18767,,,-0.66756654028436
"X00000060253,MAOA","1,2",NonProt,6,0.85714,0.512820512820513,"value<cut,cut<value<cut",1.16227,0.23777,0.67283,,-0.344319487179487
"X00000037843,X00000053012","3,1",NonProt,7,0.92602,0.364741641337386,"value>cut,value<cut",2.83611,2.59167,,,-0.561278358662614
"KIR3DL0,SMIM2","1,3",NonProt,6,1,0.63173007896626,"value<cut,value>cut",2.84192,1.03498,,,-0.36826992103374
"VSTM1,X00000053012","3,1",NonProt,8,1,0.389483933787731,"value>cut,value<cut",5.19688,2.57779,,,-0.610516066212269
"VSTM1,CFAP70","3,3",NonProt,6,1,0.612244897959184,"value>cut,value>cut",5.22625,2.34422,,,-0.387755102040816
"TARM1,X00000053012","3,1",NonProt,7,0.86905,0.0873362445414847,"value>cut,value<cut",1.94633,2.59373,,,-0.781713755458515
"STARD8,F2RL3","3,3",NonProt,7,0.88922,0.91743119266055,"value>cut,value>cut",1.44787,-1.81822,,,0.0282111926605505
"THRB,SMIM2","3,2",NonProt,6,0.90476,0.247524752475248,"value>cut,cut<value<cut",-3.1894,-0.24807,1.12097,,-0.657235247524753
"X00000037843,LILRB1","3,3",NonProt,6,0.90476,0.486486486486487,"value>cut,value>cut",2.8294,7.699,,,-0.418273513513514
"VSTM1,LILRB1","3,3",NonProt,6,1,0.512820512820513,"value>cut,value>cut",5.19367,7.699,,,-0.487179487179487
"LILRB1,DLK1","3,3",NonProt,6,1,0.389483933787731,"value>cut,value>cut",7.702,-0.04695,,,-0.610516066212269
"KIR3DL0,LILRB1","1,3",NonProt,6,1,0.534521158129176,"value<cut,value>cut",2.9505,7.693,,,-0.465478841870824
"X00000053012,LILRB1","1,3",NonProt,7,1,0.658682634730539,"value<cut,value>cut",2.58318,7.73331,,,-0.341317365269461
