features,levels,decision,supportRHS,accuracyRHS,Therotical_Accuracy,cuts,cut1,cut2,cut3,cut4,Combinatorial_gain
"VSTM1,KIR3DL0","2,1",NonProt,6,1,0.904522613065327,"cut<value<cut,value<cut",4.3465,5.2235,2.758,,-0.0954773869346733
"VSTM1,MAOA","2,2",NonProt,6,1,0.791208791208791,"cut<value<cut,cut<value<cut",4.3465,5.2235,0.3176,0.6932,-0.208791208791209
"A1BG,TRIM16","3,3",Prot,6,0.85714,0.0758244066372611,"value>cut,value>cut",-1.492,-1.0518,,,-0.781315593362739
"LILRB1,TRIM16","1,3",Prot,6,1,0.167052290606201,"value<cut,value>cut",7.3075,-1.0518,,,-0.832947709393799
"ESR1,CTH","3,2",Prot,6,0.85714,0.344742020093337,"value>cut,cut<value<cut",1.0314,-1.5624,-0.9466,,-0.512397979906663
"FABP5,CTH","1,2",Prot,6,0.92857,0.778144735349359,"value<cut,cut<value<cut",1.9987,-1.5624,-0.9466,,-0.150425264650641
"HCN2,CTH","3,3",NonProt,6,1,0.488997555012225,"value>cut,value>cut",-2.1949,-0.9217,,,-0.511002444987775
"ESR1,THRB","1,3",NonProt,6,0.85714,0.278481012658228,"value<cut,value>cut",0.572,-3.0198,,,-0.578658987341772
"CBS,CFAP70","1,3",NonProt,6,0.81746,0.457142857142857,"value<cut,value>cut",-1.67005,2.1847,,,-0.360317142857143
"FABP5,X00000056965","3,3",NonProt,6,1,0.909090909090909,"value>cut,value>cut",2.415,-2.1684,,,-0.0909090909090909
"LTC4S,CTH","1,2",Prot,6,0.85714,0.259667439248563,"value<cut,cut<value<cut",-0.4734,-1.5624,-0.9217,,-0.597472560751438
"TMX2,CBS","3,3",Prot,6,1,0.168787988986441,"value>cut,value>cut",3.24267,0.02483,,,-0.831212011013559
"X00000053274,STARD8","1,3",NonProt,6,1,0.677966101694915,"value<cut,value>cut",-0.5578,1.4296,,,-0.322033898305085
"LOC701920,LTC4S","2,1",Prot,6,1,0.0647937350626777,"cut<value<cut,value<cut",5.27,5.567,-0.4734,,-0.935206264937322
"TNNT2,TRIM16","1,3",Prot,6,0.85714,0.0665110851808635,"value<cut,value>cut",-2.3496,-1.0518,,,-0.790628914819137
"VSTM1,STARD8","1,2",Prot,6,0.85714,0.151549967962173,"value<cut,cut<value<cut",4.3465,0.6007,1.4296,,-0.705590032037827
"VSTM1,CTH","1,2",Prot,6,1,0.138493844942353,"value<cut,cut<value<cut",4.31225,-1.5624,-0.9466,,-0.861506155057647
"X00000053274,F2RL3","3,1",Prot,6,1,0.487872537164806,"value>cut,value<cut",1.2815,-4.2261,,,-0.512127462835194
"X00000037843,KIR3DL0","3,1",NonProt,6,0.85714,0.321428571428571,"value>cut,value<cut",2.7623,2.758,,,-0.535711428571429
"X00000037843,X00000060253","3,1",NonProt,6,0.85714,0.568181818181818,"value>cut,value<cut",2.7623,1.2214,,,-0.288958181818182
"SMIM2,CTH","3,3",NonProt,6,0.81746,0.392441860465116,"value>cut,value>cut",0.9676,-0.9466,,,-0.425018139534884
"X00000053274,DLK1","2,3",NonProt,6,1,0.818553888130969,"cut<value<cut,value>cut",-0.41087,1.41997,0.0903,,-0.181446111869031
"LAMC1,ZNF576","3,1",NonProt,6,0.81746,0.389483933787731,"value>cut,value<cut",1.70985,3.751,,,-0.427976066212269
"LOC709056,X00000058427","1,3",NonProt,6,1,0.483383685800604,"value<cut,value>cut",-0.354,1.8554,,,-0.516616314199396
"VSTM1,X00000058427","2,3",NonProt,6,1,0.895027624309392,"cut<value<cut,value>cut",4.3465,5.2235,1.8554,,-0.104972375690608
"VSTM1,X00000060253","2,1",NonProt,6,0.85714,0.77326968973747,"cut<value<cut,value<cut",4.3465,5.2235,1.2214,,-0.0838703102625299
"TRIM16,X00000058427","2,3",NonProt,6,0.875,0.558139534883721,"cut<value<cut,value>cut",-1.7125,-0.9991,1.827,,-0.316860465116279
"MYH15,X00000058729","2,2",NonProt,6,1,0.848806366047745,"cut<value<cut,cut<value<cut",-2.1452,-1.4352,-4.7043,-2.4524,-0.151193633952255
"ESR1,X00000058729","2,2",NonProt,6,1,0.76235854675402,"cut<value<cut,cut<value<cut",0.5301,1.04425,-4.52695,-2.40105,-0.23764145324598
"LOC701920,CBS","1,1",NonProt,6,1,0.612244897959184,"value<cut,value<cut",5.2835,-1.4791,,,-0.387755102040816
"CBS,THRB","1,3",NonProt,6,1,0.15929203539823,"value<cut,value>cut",-1.674,-3.1655,,,-0.84070796460177
"LOC709056,TMEM38A","1,2",NonProt,6,1,0.634615384615385,"value<cut,cut<value<cut",-0.427,2.765,3.2525,,-0.365384615384615
"X00000060253,HEY1","3,1",Prot,6,0.85714,0.414291649812299,"value>cut,value<cut",2.0334,-1.7672,,,-0.442848350187701
"X00000059200,MYH15","3,1",Prot,6,1,0.461605760818359,"value>cut,value<cut",2.67065,-2.3773,,,-0.538394239181641
"TMEM38A,HCN2","1,1",Prot,6,0.85714,0.271286407214265,"value<cut,value<cut",2.765,-2.7443,,,-0.585853592785735
"TNNT2,X00000064715","1,3",Prot,6,0.86607,0.403652627655609,"value<cut,value>cut",-2.3909,1.95865,,,-0.462417372344391
"VSTM1,LOC709056","1,2",Prot,6,1,0.192349757424493,"value<cut,cut<value<cut",4.31225,-0.427,0.6827,,-0.807650242575507
"VSTM1,STARD8","1,1",Prot,6,1,0.134863052753692,"value<cut,value<cut",4.278,0.7158,,,-0.865136947246309
"RBM46,X00000064715","3,3",Prot,6,1,0.511695569315492,"value>cut,value>cut",-0.9358,1.8326,,,-0.488304430684508
"RBM46,X00000064369","2,1",NonProt,6,1,0.730223123732252,"cut<value<cut,value<cut",-2.5924,-0.9358,2.6608,,-0.269776876267748
VSTM1,3,NonProt,10,0.90909,0.785714285714286,value>cut,5.1115,,,,-0.123375714285714
"VSTM1,X00000064715","3,2",NonProt,6,1,0.63173007896626,"value>cut,cut<value<cut",5.1115,-0.0597,1.8326,,-0.36826992103374
"VSTM1,CTH","3,3",NonProt,7,1,0.591397849462366,"value>cut,value>cut",5.1115,-0.6032,,,-0.408602150537634
"TMEM38A,LOC715623","2,1",NonProt,6,0.85714,0.486486486486487,"cut<value<cut,value<cut",2.765,3.2525,-1.8035,,-0.370653513513514
"X00000064715,LOC715623","2,1",NonProt,6,1,0.825688073394495,"cut<value<cut,value<cut",-0.0597,1.8326,-1.8035,,-0.174311926605505
"X00000064715,X00000064369","2,1",NonProt,6,1,0.825688073394495,"cut<value<cut,value<cut",-0.0597,1.8326,2.6608,,-0.174311926605505
"C5H4orf45,HEY1","1,1",Prot,6,0.85714,0.414291649812299,"value<cut,value<cut",0.1759,-1.7672,,,-0.442848350187701
"X00000053274,TARM1","2,1",Prot,6,1,0.103971327082467,"cut<value<cut,value<cut",-0.3996,1.3807,1.369,,-0.896028672917533
"X00000053012,CTH","3,1",Prot,6,0.85714,0.361376361665339,"value>cut,value<cut",2.8657,-1.2899,,,-0.495763638334661
"X00000037843,HEY1","1,1",Prot,6,1,0.282106121167026,"value<cut,value<cut",2.4787,-1.7672,,,-0.717893878832974
"DLK1,MAOA","1,1",Prot,6,0.85714,0.406845008600747,"value<cut,value<cut",-1.8835,0.2684,,,-0.450294991399253
"VSTM1,MAOA","1,1",Prot,6,1,0.123036049197678,"value<cut,value<cut",4.278,0.2684,,,-0.876963950802322
"C5H4orf45,X00000060146","2,3",NonProt,6,0.85714,0.75046904315197,"cut<value<cut,value>cut",0.1759,2.012,-3.247,,-0.10667095684803
"X00000060146,X00000060253","3,1",NonProt,6,1,0.539083557951483,"value>cut,value<cut",-3.247,1.1452,,,-0.460916442048518
"STARD8,LTC4S","3,2",NonProt,6,1,0.85397096498719,"value>cut,cut<value<cut",1.4946,-0.3638,0.685,,-0.14602903501281
"HEY1,MAOA","1,1",Prot,6,0.85714,0.359463346745783,"value<cut,value<cut",-1.7672,0.2684,,,-0.497676653254217
"LOC719667,X00000059995","3,1",NonProt,6,0.85714,0.778210116731517,"value>cut,value<cut",5.033,-0.4559,,,-0.0789298832684826
"VSTM1,HCN2","3,3",NonProt,6,0.85714,0.562659846547315,"value>cut,value>cut",5.1115,-2.1352,,,-0.294480153452685
"MYH15,X00000058427","2,3",NonProt,6,0.85714,0.825688073394496,"cut<value<cut,value>cut",-2.3565,-1.4352,1.8198,,-0.0314519266055046
"ESR1,USP31","1,3",NonProt,6,0.85714,0.612244897959184,"value<cut,value>cut",0.5301,0.7293,,,-0.244895102040816
"STARD8,X00000060146","3,3",NonProt,6,1,0.808080808080808,"value>cut,value>cut",1.4946,-3.247,,,-0.191919191919192
"X00000060146,X00000056965","3,1",NonProt,6,1,0.636942675159236,"value>cut,value<cut",-3.247,-3.3762,,,-0.363057324840764
"DLK1,CFAP70","3,3",NonProt,6,0.85714,0.700525394045534,"value>cut,value>cut",0.0903,2.1613,,,-0.156614605954466
"CBS,C5H4orf45","1,3",NonProt,6,0.85714,0.359550561797753,"value<cut,value>cut",-1.79867,1.79367,,,-0.497589438202247
"CBS,MYH15","1,2",NonProt,6,1,0.558139534883721,"value<cut,cut<value<cut",-1.674,-2.3565,-1.4352,,-0.441860465116279
"FABP5,MYH15","3,2",NonProt,6,1,0.869565217391304,"value>cut,cut<value<cut",2.415,-2.3565,-1.4352,,-0.130434782608696
"VSTM1,KIR3DL0","1,3",Prot,6,1,0.149205643280296,"value<cut,value>cut",4.278,3.548,,,-0.850794356719704
"RBM46,LTC4S","2,2",NonProt,6,1,0.708971553610503,"cut<value<cut,cut<value<cut",-2.5924,-0.9358,-0.3638,0.685,-0.291028446389497
"SDK2,HEY1","3,1",Prot,6,0.85714,0.414291649812299,"value>cut,value<cut",0.5862,-1.7672,,,-0.442848350187701
"LOC702786,LTC4S","3,1",Prot,6,0.85714,0.533400731005521,"value>cut,value<cut",0.1931,-0.3638,,,-0.323739268994479
"X00000053274,VSTM1","3,1",Prot,6,1,0.631641955981214,"value>cut,value<cut",1.3807,4.278,,,-0.368358044018786
"X00000053274,DLK1","3,1",Prot,6,1,0.259667439248563,"value>cut,value<cut",1.3807,-1.8835,,,-0.740332560751438
"LOC709056,TMX2","3,3",Prot,6,1,0.202442519783164,"value>cut,value>cut",0.69363,3.24167,,,-0.797557480216836
"SMIM2,MAOA","3,2",NonProt,6,0.85714,0.483383685800604,"value>cut,cut<value<cut",1.101,0.2684,0.6932,,-0.373756314199396
"X00000059200,CBS","1,1",NonProt,6,1,0.568181818181818,"value<cut,value<cut",-0.446,-1.674,,,-0.431818181818182
"RBM46,TMEM38A","2,2",NonProt,6,1,0.378504672897196,"cut<value<cut,cut<value<cut",-2.5924,-0.9358,2.765,3.2525,-0.621495327102804
"X00000037843,ZNF576","2,1",NonProt,6,1,0.912442396313364,"cut<value<cut,value<cut",2.4787,2.999,3.749,,-0.0875576036866359
"RBM46,MAOA","1,2",NonProt,6,0.85714,0.483383685800604,"value<cut,cut<value<cut",-2.5924,0.2684,0.6932,,-0.373756314199396
"FABP5,MAOA","3,2",NonProt,6,1,0.816326530612245,"value>cut,cut<value<cut",2.415,0.2684,0.6932,,-0.183673469387755
"X00000053274,MYH15","1,2",NonProt,6,0.85714,0.794223826714801,"value<cut,cut<value<cut",-0.3996,-2.3565,-1.4352,,-0.0629161732851986
"X00000053012,DLK1","3,1",Prot,6,0.85714,0.366578713481778,"value>cut,value<cut",2.8657,-1.8835,,,-0.490561286518222
"VSTM1,HEY1","1,1",Prot,7,1,0.176509946215806,"value<cut,value<cut",4.278,-1.7672,,,-0.823490053784194
"LOC709056,DLK1","2,1",Prot,6,1,0.102589030646585,"cut<value<cut,value<cut",-0.427,0.6827,-1.8835,,-0.897410969353415
"X00000064715,ZNF576","3,2",Prot,6,1,0.300056870379282,"value>cut,cut<value<cut",2.0847,3.786,3.954,,-0.699943129620718
"TNNT2,CFAP70","1,2",Prot,6,1,0.233477854696146,"value<cut,cut<value<cut",-2.3496,0.268,2.3725,,-0.766522145303854
"F2RL3,KRTAP29.1","3,2",NonProt,6,1,0.645161290322581,"value>cut,cut<value<cut",-1.936,-4.997,1.954,,-0.354838709677419
"CBS,LOC702786","3,3",Prot,6,1,0.583849580539293,"value>cut,value>cut",-0.1472,0.1931,,,-0.416150419460707
"TMX2,C5H4orf45","1,3",NonProt,6,1,0.161764705882353,"value<cut,value>cut",2.898,1.7938,,,-0.838235294117647
"KIR3DL0,HEY1","3,1",Prot,6,0.85714,0.588300883437688,"value>cut,value<cut",3.4725,-2.059,,,-0.268839116562312
"STARD8,X00000053012","3,1",NonProt,7,1,0.591397849462366,"value>cut,value<cut",1.4296,2.6137,,,-0.408602150537634
"F2RL3,TARM1","3,3",NonProt,6,0.85714,0.5,"value>cut,value>cut",-1.936,1.9863,,,-0.35714
"LOC719667,HCN2","1,1",Prot,6,1,0.517308997661966,"value<cut,value<cut",3.9415,-2.8193,,,-0.482691002338035
"THRB,MAOA","1,1",Prot,6,0.85714,0.195931412949525,"value<cut,value<cut",-4.8763,0.2684,,,-0.661208587050475
"KIR3DL0,A1BG","3,3",Prot,6,1,0.655798833540491,"value>cut,value>cut",3.55325,-1.4227,,,-0.344201166459509
"KRTAP29.1,THRB","2,2",NonProt,6,1,0.574626865671642,"cut<value<cut,cut<value<cut",-4.997,1.954,-4.8763,-2.9111,-0.425373134328358
"LOC702786,THRB","2,2",NonProt,6,1,0.574626865671642,"cut<value<cut,cut<value<cut",-4.9522,0.1931,-4.8763,-2.9111,-0.425373134328358
"LOC701920,MYH15","1,2",NonProt,6,1,0.825688073394495,"value<cut,cut<value<cut",5.2565,-2.3565,-1.484,,-0.174311926605505
"CBS,DLK1","3,2",Prot,6,0.85714,0.412279354308727,"value>cut,cut<value<cut",-0.1472,-1.8118,0.0903,,-0.444860645691273
"F2RL3,CBS","1,3",Prot,6,1,0.839731104408508,"value<cut,value>cut",-4.1436,-0.1472,,,-0.160268895591492
"STARD8,LOC702786","3,2",NonProt,6,1,0.612244897959184,"value>cut,cut<value<cut",1.4296,-4.9522,0.1931,,-0.387755102040816
"CBS,KRTAP29.1","3,3",Prot,6,1,0.583849580539293,"value>cut,value>cut",-0.1472,1.954,,,-0.416150419460707
"KIR3DL0,CBS","2,3",Prot,6,1,0.134863052753692,"cut<value<cut,value>cut",2.778,3.4725,-0.1472,,-0.865136947246309
"THRB,LTC4S","2,3",NonProt,6,1,0.525,"cut<value<cut,value>cut",-4.8763,-2.9111,0.5971,,-0.475
"F2RL3,LTC4S","3,3",NonProt,6,1,0.689655172413793,"value>cut,value>cut",-1.936,0.5971,,,-0.310344827586207
"X00000053012,X00000056965","1,1",NonProt,6,0.85714,0.677966101694915,"value<cut,value<cut",2.6137,-3.5065,,,-0.179173898305085
"CBS,A1BG","2,2",NonProt,6,0.85714,0.778210116731518,"cut<value<cut,cut<value<cut",-1.861,-0.1472,-2.2155,-1.3534,-0.0789298832684825
"STARD8,MYH15","3,2",NonProt,6,1,0.812807881773399,"value>cut,cut<value<cut",1.4296,-2.3565,-1.484,,-0.187192118226601
"STARD8,KRTAP29.1","3,2",NonProt,6,1,0.612244897959184,"value>cut,cut<value<cut",1.4296,-4.997,1.954,,-0.387755102040816
"TMEM38A,CFAP70","1,2",Prot,6,0.85714,0.288825673393191,"value<cut,cut<value<cut",2.801,0.268,2.3725,,-0.56831432660681
"TNNT2,STARD8","1,2",Prot,6,1,0.252860144758347,"value<cut,cut<value<cut",-2.3496,0.6124,1.4296,,-0.747139855241653
"X00000064369,X00000058729","3,3",Prot,6,1,0.406845008600747,"value>cut,value>cut",3.2287,-2.2242,,,-0.593154991399253
"USP31,LTC4S","3,1",Prot,6,0.85714,0.865416158472474,"value>cut,value<cut",0.6162,-0.5579,,,0.00827615847247343
"RBM46,LTC4S","2,1",Prot,6,0.85714,0.128144130230357,"cut<value<cut,value<cut",-2.4387,-1.0659,-0.5579,,-0.728995869769643
"LAMC1,ZNF576","2,2",Prot,6,1,0.102589030646585,"cut<value<cut,cut<value<cut",0.903,1.7434,3.741,3.9385,-0.897410969353415
"SDK2,X00000059995","3,3",Prot,6,1,0.31378379614804,"value>cut,value>cut",0.7158,0.6499,,,-0.68621620385196
"X00000053274,TNNT2","1,3",NonProt,6,1,0.464788732394366,"value<cut,value>cut",-0.3996,-0.8503,,,-0.535211267605634
"TNNT2,LOC709056","3,1",NonProt,6,1,0.0952380952380952,"value>cut,value<cut",-0.8503,-0.427,,,-0.904761904761905
"LOC709056,F2RL3","1,3",NonProt,6,1,0.901639344262295,"value<cut,value>cut",-0.427,-2.0085,,,-0.0983606557377049
"X00000053274,THRB","3,2",Prot,6,0.85714,0.0673381831747808,"value>cut,cut<value<cut",1.5977,-4.898,-3.2442,,-0.789801816825219
"TMX2,C5H4orf45","3,2",Prot,6,1,0.0827791790873653,"value>cut,cut<value<cut",3.24,0.0537,1.5752,,-0.917220820912635
"SDK2,X00000064369","3,3",Prot,6,0.85714,0.416732486785345,"value>cut,value>cut",0.7158,3.182,,,-0.440407513214655
"FABP5,SMIM2","1,2",Prot,6,1,0.71380996981996,"value<cut,cut<value<cut",1.9987,-0.2965,0.9118,,-0.28619003018004
"CBS,X00000064369","2,3",Prot,6,1,0.281579703600312,"cut<value<cut,value>cut",-1.861,0.0807,3.182,,-0.718420296399688
"X00000053012,X00000064369","3,3",Prot,6,1,0.391368849496928,"value>cut,value>cut",2.8597,3.182,,,-0.608631150503072
"FABP5,X00000037843","3,3",NonProt,6,1,0.8,"value>cut,value>cut",2.415,2.7269,,,-0.2
"FABP5,HEY1","3,3",NonProt,6,1,0.816326530612245,"value>cut,value>cut",2.415,-0.8857,,,-0.183673469387755
ZNF576,1,NonProt,10,0.83333,0.846153846153846,value<cut,3.741,,,,0.0128238461538461
"LOC719667,LILRB1","3,3",NonProt,6,0.85714,0.536585365853659,"value>cut,value>cut",4.9555,7.711,,,-0.320554634146341
"KRTAP29.1,X00000058427","3,1",Prot,6,1,0.215292382058445,"value>cut,value<cut",-1.0795,1.211,,,-0.784707617941555
"A1BG,X00000064369","3,3",Prot,7,1,0.280428472137046,"value>cut,value>cut",-1.492,3.182,,,-0.719571527862954
"DLK1,LOC715623","2,3",Prot,6,1,0.174711531113885,"cut<value<cut,value>cut",-1.9567,-0.3153,-0.8912,,-0.825288468886115
"TMX2,X00000059995","3,3",Prot,6,1,0.126179657462426,"value>cut,value>cut",3.24,0.6499,,,-0.873820342537574
"LOC709056,X00000053012","2,3",Prot,6,1,0.0932871514255793,"cut<value<cut,value>cut",-0.427,0.7155,2.8597,,-0.906712848574421
"FABP5,F2RL3","1,2",Prot,6,1,0.886290218374467,"value<cut,cut<value<cut",1.9987,-4.2261,-2.0085,,-0.113709781625533
"X00000037843,LOC709056","3,1",NonProt,6,0.85714,0.323624595469256,"value>cut,value<cut",2.7269,-0.427,,,-0.533515404530744
"FABP5,LOC114669850","3,2",NonProt,6,0.85714,0.87719298245614,"value>cut,cut<value<cut",2.415,-0.0248,1.4615,,0.0200529824561403
"ESR1,LTC4S","1,2",NonProt,6,0.85714,0.733822548365577,"value<cut,cut<value<cut",0.6029,-0.5579,0.4918,,-0.123317451634423
"ESR1,SMIM2","1,3",NonProt,6,1,0.606896551724138,"value<cut,value>cut",0.6029,0.9118,,,-0.393103448275862
"LOC709056,TARM1","1,3",NonProt,6,1,0.464788732394366,"value<cut,value>cut",-0.427,1.8996,,,-0.535211267605634
"TARM1,ZNF576","3,1",NonProt,6,0.85714,0.0952380952380952,"value>cut,value<cut",1.8996,3.741,,,-0.761901904761905
"FABP5,X00000060253","3,1",NonProt,6,0.85714,0.816326530612245,"value>cut,value<cut",2.415,1.1452,,,-0.0408134693877551
"FABP5,CFAP70","3,3",NonProt,6,0.85714,0.816326530612245,"value>cut,value>cut",2.415,2.1847,,,-0.0408134693877551
"A1BG,LAMC1","3,1",Prot,6,1,0.19962746296458,"value>cut,value<cut",-1.492,0.903,,,-0.80037253703542
"X00000053012,A1BG","3,3",Prot,6,0.85714,0.585864520754658,"value>cut,value>cut",2.8597,-1.492,,,-0.271275479245342
"TRIM16,X00000064369","3,3",Prot,6,1,0.252860144758347,"value>cut,value>cut",-0.9464,3.182,,,-0.747139855241653
"LILRB1,SMIM2","3,3",NonProt,6,1,0.583941605839416,"value>cut,value>cut",7.711,0.9118,,,-0.416058394160584
"X00000059200,SMIM2","3,2",Prot,6,0.85714,0.291553905663318,"value>cut,cut<value<cut",2.6772,-0.2965,0.9118,,-0.565586094336682
"X00000060253,X00000058427","3,2",Prot,6,1,0.215292382058445,"value>cut,cut<value<cut",2.0577,1.211,1.7986,,-0.784707617941555
"LOC719667,LILRB1","2,1",Prot,7,1,0.112703133472453,"cut<value<cut,value<cut",3.9415,4.9555,7.2805,,-0.887296866527547
"FABP5,TNNT2","1,2",Prot,6,1,0.396267837541164,"value<cut,cut<value<cut",1.9987,-2.4981,-0.8503,,-0.603732162458837
"X00000059200,DLK1","3,2",Prot,6,1,0.366578713481778,"value>cut,cut<value<cut",2.6772,-1.9567,-0.3153,,-0.633421286518222
"X00000059200,F2RL3","3,1",Prot,6,1,0.631641955981214,"value>cut,value<cut",2.6772,-4.2261,,,-0.368358044018786
"FABP5,X00000060253","1,3",Prot,6,1,0.886290218374467,"value<cut,value>cut",1.9987,2.0577,,,-0.113709781625533
"LOC719667,LOC709056","2,2",Prot,6,1,0.132262480957982,"cut<value<cut,cut<value<cut",3.9415,4.9555,-0.427,0.7155,-0.867737519042018
"X00000064715,TMEM38A","3,1",Prot,6,0.85714,0.0827791790873653,"value>cut,value<cut",1.9788,2.7335,,,-0.774360820912635
"X00000059200,X00000064369","3,3",Prot,6,1,0.391368849496928,"value>cut,value>cut",2.6772,3.182,,,-0.608631150503072
"LOC709056,HCN2","2,2",Prot,6,0.85714,0.176509946215806,"cut<value<cut,cut<value<cut",-0.427,0.7155,-3.1067,-2.221,-0.680630053784194
"VSTM1,KIR3DL0","3,1",NonProt,6,0.85714,0.491071428571429,"value>cut,value<cut",5.1115,2.9505,,,-0.366068571428571
"X00000037843,ZNF576","3,1",NonProt,6,1,0.323624595469256,"value>cut,value<cut",2.7269,3.741,,,-0.676375404530744
"ESR1,LAMC1","1,3",NonProt,6,0.85714,0.536585365853659,"value<cut,value>cut",0.6029,1.7434,,,-0.320554634146341
"LILRB1,ZNF576","3,1",NonProt,6,1,0.389483933787731,"value>cut,value<cut",7.711,3.741,,,-0.610516066212269
"X00000059200,A1BG","3,3",Prot,6,1,0.585864520754658,"value>cut,value>cut",2.6772,-1.492,,,-0.414135479245342
"MYH15,SMIM2","1,2",Prot,6,0.85714,0.31378379614804,"value<cut,cut<value<cut",-2.3981,-0.2965,0.9118,,-0.54335620385196
